Titulo,autores,link,ano,sessao
O CAPITAL SOCIAL DOS TERRITÓRIOS: REPENSANDO O DESENVOLVIMENTO RURAL,RICARDO ABRAMOVAY,https://www.sep.org.br/mostrar.php?url=4/1047-o-capital-social-dos-territorios-repensando-o-desenvolvimento-rural.pdf,1999,
PRECISÕES TEÓRICAS SOBRE O DINHEIRO E O CAPITAL ESPECULATIVO PARASITÁRIO,REINALDO A. CARCANHOLO,https://www.sep.org.br/mostrar.php?url=4/1048-precisoes-teoricas-sobre-o-dinheiro-e-o-capital-especulativo-parasitario.pdf,1999,
QUALIFICAÇÃO PROFISSIONAL NA PARAÍBA: PARTICIPAÇÃO DAS EMPRESAS E EMPREGABILIDADE DOS TREINANDOS.,LUIZ KEHRLE; LÚCIA MOUTINHO,https://www.sep.org.br/mostrar.php?url=4/1049-qualificacao-profissional-na-paraiba-participacao-das-empresas-e-empregabilidade-dos-treinandos.pdf,1999,
MERCADO CAMBIAL CONTEMPORÂNEO,MARCOS ROBERTO VASCONCELOS,https://www.sep.org.br/mostrar.php?url=4/1050-mercado-cambial-contemporaneo.pdf,1999,
A DINÂMICA DO NOVO REGIME MONETÁRIO-FINANCEIRO AMERICANO: UMA HIPÓTESE DE INTERPRETAÇÃO,MARCOS ANTONIO MACEDO CINTRA,https://www.sep.org.br/mostrar.php?url=4/1051-a-dinamica-do-novo-regime-monetario-financeiro-americano-uma-hipotese-de-interpretacao.pdf,1999,
REDES DE SEGURANÇA FINANCEIRA E REGIMES DE CURRENCY BOARD EM ECONOMIAS EMERGENTES: O PARADIGMA ARGENTINO,OTAVIANO CANUTO & GILBERTO TADEU LIMA,https://www.sep.org.br/mostrar.php?url=4/1052-redes-de-seguranca-financeira-e-regimes-de-currency-board-em-economias-emergentes-o-paradigma-argentino.pdf,1999,
"PREFERÊNCIA PELA LIQUIDEZ, OFERTA DE CRÉDITO E ADMINISTRAÇÃO DINÂMICA DOS BANCOS: UMA ABORDAGEM PÓS-KEYNESIANA",LUIZ FERNANDO RODRIGUES DE PAULA,https://www.sep.org.br/mostrar.php?url=4/1053-preferencia-pela-liquidez-oferta-de-credito-e-administracao-dinamica-dos-bancos-uma-abordagem-pos-keynesiana.pdf,1999,
AS REPERCUSSÕES DOS DERIVATIVOS FINANCEIROS,MARYSE FARHI,https://www.sep.org.br/mostrar.php?url=4/1054-as-repercussoes-dos-derivativos-financeiros.pdf,1999,
VEBLEN E O COMPORTAMENTO HUMANO: UMA AVALIAÇÃO APÓS UM SÉCULO DE A TEORIA DA CLASSE OCIOSA,JOÃO SICSÚ,https://www.sep.org.br/mostrar.php?url=4/1055-veblen-e-o-comportamento-humano-uma-avaliacao-apos-um-seculo-de-a-teoria-da-classe-ociosa.pdf,1999,
"CURRENCY CRISES MODELS, FINANCIAL INSTABILITY AND THE REFORM OF THE INTERNATIONAL MONETARY SYSTEM: A POST KEYNESIAN VIEW","ANTONIO JOSÉ ALVES JÚNIOR ,FERNANDO FERRARI FILHO; LUIZ FERNANDO R. DE PAULA",https://www.sep.org.br/mostrar.php?url=4/1056-currency-crises-models-financial-instability-and-the-reform-of-the-international-monetary-system-a-post-keynesian-view.pdf,1999,
CREDIT RATIONING AND BANKING FIRM BEHAVIOR: A POST KEYNESIAN APPROACH,ROGÉRIO SOBREIRA,https://www.sep.org.br/mostrar.php?url=4/1057-credit-rationing-and-banking-firm-behavior-a-post-keynesian-approach.pdf,1999,
A LIBERALIZAÇÃO DO CÂMBIO NO BRASIL: REVISITANDO A DISCUSSÃO DOS PRESSUPOSTOS TEÓRICOS EMBUTIDOS NAS PRESCRIÇÕES CAMBIAIS ALTERNATIVAS,MARIA DE LOURDES ROLLEMBERG MOLLO; MARIA LUIZA FALCÃO SILVA,https://www.sep.org.br/mostrar.php?url=4/1058-a-liberalizacao-do-cambio-no-brasil-revisitando-a-discussao-dos-pressupostos-teoricos-embutidos-nas-prescricoes-cambiais-alternativas.pdf,1999,
AS PECULIARIDADES DO BLOQUEIO DA LIQUIDEZ NO PLANO BONEX ARGENTINO DE 1990,CARLOS EDUARDO CARVALHO,https://www.sep.org.br/mostrar.php?url=4/1059-as-peculiaridades-do-bloqueio-da-liquidez-no-plano-bonex-argentino-de-1990.pdf,1999,
O APARECIMENTO DA MOEDA ELETRÔNICA E SEUS EFEITOS PARA O SISTEMA BANCÁRIO,MARIA CRISTINA PENIDO DE FREITAS,https://www.sep.org.br/mostrar.php?url=4/1060-o-aparecimento-da-moeda-eletronica-e-seus-efeitos-para-o-sistema-bancario.pdf,1999,
INFLATION: RADICAL INTERPRETATIONS,ALFREDO SAAD FILHO,https://www.sep.org.br/mostrar.php?url=4/1061-inflation-radical-interpretations.pdf,1999,
ESTADO E POLÍTICAS PÚBLICAS NO CAPITALISMO CONTEMPORÂNEO,EBENÉZER PEREIRA COUTO,https://www.sep.org.br/mostrar.php?url=4/1062-estado-e-politicas-publicas-no-capitalismo-contemporaneo.pdf,1999,
REGULAÇÃO NOS SETORES DE INFRA-ESTRUTURA: ALGUMAS CONSIDERAÇÕES SOBRE O TEMA,ELBIA VINHAES,https://www.sep.org.br/mostrar.php?url=4/1063-regulacao-nos-setores-de-infra-estrutura-algumas-consideracoes-sobre-o-tema.pdf,1999,
OS FUNDAMENTOS TEÓRICOS DAS POLÍTICAS INDUSTRIAIS,EDUARDO STRACHMAN,https://www.sep.org.br/mostrar.php?url=4/1064-os-fundamentos-teoricos-das-politicas-industriais.pdf,1999,
"O CONCEITO DE NORMALIDADEDE ECONÔMICA, AS INSTITUIÇÕES E A EFICÁCIA DA POLÍTICA MONETÁRIA NA TEORIA DE KEYNES",JOÃO SICSÚ,https://www.sep.org.br/mostrar.php?url=4/1065-o-conceito-de-normalidadede-economica-as-instituicoes-e-a-eficacia-da-politica-monetaria-na-teoria-de-keynes.pdf,1999,
ARGENTINA E BRASIL; UMA COMPARAÇÃO DAS POLÍTICAS ECONÔMICAS 1946 -1955,FAUSTO SARETTA,https://www.sep.org.br/mostrar.php?url=4/1066-argentina-e-brasil-uma-comparacao-das-politicas-economicas-1946-1955.pdf,1999,
EFEITOS DAS MUDANÇAS DISCRICIONÁRIAS SOBRE A RECEITA TRIBUTÁRIA NO BRASIL,JEFFERSON JOSÉ RODRIGUES EJOANÍLIO RODOLPHO TEIXEIRA,https://www.sep.org.br/mostrar.php?url=4/1067-efeitos-das-mudancas-discricionarias-sobre-a-receita-tributaria-no-brasil.pdf,1999,
A RELACÃO ENTRE A POLÍTICA E A ECONOMIA : SUAS IMPLICAÇÕES NO SISTEMA FINANCEIRO,JORGE PESSOA DE MENDONÇA,https://www.sep.org.br/mostrar.php?url=4/1068-a-relacao-entre-a-politica-e-a-economia-suas-implicacoes-no-sistema-financeiro.pdf,1999,
"INSTABILIDADE, SISTEMA DE PREÇOS E INSTITUIÇÕES. ALGUMAS CONSIDERAÇÕES METODOLÓGICAS",ALAIN HERSCOVICI,https://www.sep.org.br/mostrar.php?url=4/1069-instabilidade-sistema-de-precos-e-instituicoes-algumas-consideracoes-metodologicas.pdf,1999,
A INSERÇÃO DA HABITAÇÃO NO MODO DE PRODUÇÃO CAPITALISTA: UM BEM ESPECIAL E SEUS DESAFIOS SOCIAIS,EDUARDO NUNES GUIMARÃES,https://www.sep.org.br/mostrar.php?url=4/1070-a-insercao-da-habitacao-no-modo-de-producao-capitalista-um-bem-especial-e-seus-desafios-sociais.pdf,1999,
DISTRIBUIÇÃO DA EDUCAÇÃO E DA RENDA: O CÍRCULO VICIOSO DA DESIGUALDADE NA AMÉRICA LATINA,"FERNANDO GARCIA ,LÍGIA M. DE VASCONCELLOS,SÉRGIO GOLDBAUM,CLÁUDIO R. LUCINDA",https://www.sep.org.br/mostrar.php?url=4/1071-distribuicao-da-educacao-e-da-renda-o-circulo-vicioso-da-desigualdade-na-america-latina.pdf,1999,
ACORDO DE REFINANCIAMENTO DA DÍVIDA ESTADUAL: REDEFINIÇÕES DO ESPAÇO INSTITUCIONAL DAS RELAÇÕES INTERGOVERNAMENTAIS,MÔNICA MORA Y ARAUJO DE COUTO; SILVA,https://www.sep.org.br/mostrar.php?url=4/1072-acordo-de-refinanciamento-da-divida-estadual-redefinicoes-do-espaco-institucional-das-relacoes-intergovernamentais.pdf,1999,
CRÃ­TICAS Ã PROPOSIÃ§Ã£O DE INDEPENDÃªNCIA DO BANCO CENTRAL,HELDER FERREIRA DE MENDONÃ§A,https://www.sep.org.br/mostrar.php?url=4/1073-craticas-a-proposiaapoundo-de-independaancia-do-banco-central.pdf,1999,
A TEORIA DA REGULAÇÃO E O AMBIENTE INSTITUCIONAL,OCTAVIO A.C.CONCEIÇÃO,https://www.sep.org.br/mostrar.php?url=4/1074-a-teoria-da-regulacao-e-o-ambiente-institucional.pdf,1999,
CONFLITOS E INSTITUIÇÕES. REFORMA FISCAL EM UMA PERSPECTIVA COMPARADA,BASILIA AGUIRRE,https://www.sep.org.br/mostrar.php?url=4/1075-conflitos-e-instituicoes-reforma-fiscal-em-uma-perspectiva-comparada.pdf,1999,
"MUDANÇAS INSTITUCIONAIS, AJUSTE FISCAL E REFORMAS DO ESTADO NO CEARÁ: UMA INTERPRETAÇÃO DAS RAÍZES À LUZ DOS TIPOS IDEAIS DE MAX WEBER",JAIR DO AMARAL FILHO,https://www.sep.org.br/mostrar.php?url=4/1076-mudancas-institucionais-ajuste-fiscal-e-reformas-do-estado-no-ceara-uma-interpretacao-das-raizes-a-luz-dos-tipos-ideais-de-max-weber.pdf,1999,
CONSIDERAÇÕES SOBRE A EVOLUCÃO DA DÍVIDA PÚBLICA BRASILEIRA NAS ÚLTIMAS TRÊS DÉCADAS,ORLANDO OSCAR ROSAR,https://www.sep.org.br/mostrar.php?url=4/1077-consideracoes-sobre-a-evolucao-da-divida-publica-brasileira-nas-ultimas-tres-decadas.pdf,1999,
O CICLO RECENTE DE ABSORÇÃO DE RECURSOS EXTERNOS E A VULNERABILIDADE EXTERNA DA ECONOMIA BRASILEIRA NOS ANOS 901,DANIELA MAGALHÃES PRATES,https://www.sep.org.br/mostrar.php?url=4/1078-o-ciclo-recente-de-absorcao-de-recursos-externos-e-a-vulnerabilidade-externa-da-economia-brasileira-nos-anos-901.pdf,1999,
A ECONOMIA REPUBLICANA E A REVOLTA SOCIAL: CRISE FINANCEIRA E INSTABILIDADE SOCIAL NO ALVORECER DA REPÚBLICA,LUIZ CARLOS DELORME PRADO,https://www.sep.org.br/mostrar.php?url=4/1079-a-economia-republicana-e-a-revolta-social-crise-financeira-e-instabilidade-social-no-alvorecer-da-republica.pdf,1999,
THE ESTABLISHMENT AND COLLAPSE OF BRAZIL`S 1906-1914 CURRENCY BOARD: LESSONS TO BE LEARNED,M. TERESA RIBEIRO DE OLIVEIRA; MARIA LUIZA FALCÃO SILVA,https://www.sep.org.br/mostrar.php?url=4/1080-the-establishment-and-collapse-of-brazils-1906-1914-currency-board-lessons-to-be-learned.pdf,1999,
ALTERAÇÕES RECENTES NA ESTRUTURA DE INVESTIMENTO BRASILEIRA,NIEMEYER ALMEIDA FILHO,https://www.sep.org.br/mostrar.php?url=4/1081-alteracoes-recentes-na-estrutura-de-investimento-brasileira.pdf,1999,
A INSTABILIDADE FINANCEIRA NOS ANOS 90: ALGUMAS IMPLICAÇÕES PARA AS ECONOMIAS CAPITALISTAS PERIFÉRICAS,ANDRÉ MOREIRA CUNHA; DANIELA MAGALHÃES PRATES1,https://www.sep.org.br/mostrar.php?url=4/1082-a-instabilidade-financeira-nos-anos-90-algumas-implicacoes-para-as-economias-capitalistas-perifericas.pdf,1999,
NOTAS CRÍTICAS À TESE ESTRUTURALISTA SOBRE A INFLAÇÃO BRASILEIRA,ALEXANDRE LYRA MARTINS,https://www.sep.org.br/mostrar.php?url=4/1083-notas-criticas-a-tese-estruturalista-sobre-a-inflacao-brasileira.pdf,1999,
SERÁ A PRESENTE CRISE O CREPÚSCULO DE UM CICLO UNIFICADO DE VALORIZAÇÃO ASSENTADO SOB DOMINAÇÃO DO CAPITAL INDUSTRIAL?,ROSA MARIA MARQUES,https://www.sep.org.br/mostrar.php?url=4/1084-sera-a-presente-crise-o-crepusculo-de-um-ciclo-unificado-de-valorizacao-assentado-sob-dominacao-do-capital-industrial.pdf,1999,
A PEQUENA E A MÉDIA PROPRIEDADE NA GRANDE LAVOURA CAFEEIRA DO VALE DO PARAÍBA,RENATO LEITE MARCONDES,https://www.sep.org.br/mostrar.php?url=4/1085-a-pequena-e-a-media-propriedade-na-grande-lavoura-cafeeira-do-vale-do-paraiba.pdf,1999,
LIÇÕES DE CLÁSSICOS PARA A ANÁLISE DO CAPITALISMO CONTEMPORÂNEO,JOÃO ANTÔNIO DE PAULA,https://www.sep.org.br/mostrar.php?url=4/1086-licoes-de-classicos-para-a-analise-do-capitalismo-contemporaneo.pdf,1999,
ALGUMAS REFLEXÕES SOBRE A INTERNACIONALIZAÇÃO DO CAPITAL FINANCEIRO E SUA INFLUÊNCIA NA ECONOMIA BRASILEIRA,JOSÉ BEZERRA DE ARAÚJO; FÁBIO GUEDES GOMES,https://www.sep.org.br/mostrar.php?url=4/1087-algumas-reflexoes-sobre-a-internacionalizacao-do-capital-financeiro-e-sua-influencia-na-economia-brasileira.pdf,1999,
A AMPLIAÇÃO RECENTE DA PARTICIPAÇÃO ESTRANGEIRA NO SISTEMA BANCÁRIO BRASILEIRO,MARIA CRISTINA PENIDO DE FREITAS,https://www.sep.org.br/mostrar.php?url=4/1088-a-ampliacao-recente-da-participacao-estrangeira-no-sistema-bancario-brasileiro.pdf,1999,
CURRENCY BOARD  NOVA TÁBUA DE SALVAÇÃO DA ECONOMIA BRASILEIRA?,PATRÍCIA HELENA FERNANDES CUNHA,https://www.sep.org.br/mostrar.php?url=4/1089-currency-board-nova-tabua-de-salvacao-da-economia-brasileira.pdf,1999,
CRÍTICAS À PROPOSIÇÃO DE INDEPENDÊNCIA DO BANCO CENTRAL,HELDER FERREIRA DE MENDONÇA,https://www.sep.org.br/mostrar.php?url=4/1090-criticas-a-proposicao-de-independencia-do-banco-central.pdf,1999,
DESDOBRAMENTOS DA GLOBALIZAÇÃO FINANCEIRA: REGULAÇÃO SUBSTANTIVA E PROCEDIMENTAL,OTAVIANO CANUTO & GILBERTO TADEU LIMA,https://www.sep.org.br/mostrar.php?url=4/1091-desdobramentos-da-globalizacao-financeira-regulacao-substantiva-e-procedimental.pdf,1999,
NOTAS PRELIMINARES SOBRE INSTABILIDADE DO INVESTIMENTO NA ECONOMIA BRASILEIRA NO PASSADO RECENTE: UMA APLICAÇÃO DO INSTRUMENTAL DA TEORIA DO CAOS,NEWTON PAULO BUENO,https://www.sep.org.br/mostrar.php?url=4/1092-notas-preliminares-sobre-instabilidade-do-investimento-na-economia-brasileira-no-passado-recente-uma-aplicacao-do-instrumental-da-teoria-do-caos.pdf,1999,
DÉFICIT FISCAL NO BRASIL: UMA ANÁLISE DO SEU COMPORTAMENTO NO PERÍODO PÓS-REAL?,HELDER FERREIRA DE MENDONÇA,https://www.sep.org.br/mostrar.php?url=4/1093-deficit-fiscal-no-brasil-uma-analise-do-seu-comportamento-no-periodo-pos-real.pdf,1999,
AS TRANSFORMAÇÕES DO CAPITALISMO: ELEMENTOS TEÓRICOS PARA A COMPOSIÇÃO DE UMA DIALÉTICA DA GLOBALIZAÇÃO,PAULO BALANCO,https://www.sep.org.br/mostrar.php?url=4/1094-as-transformacoes-do-capitalismo-elementos-teoricos-para-a-composicao-de-uma-dialetica-da-globalizacao.pdf,1999,
"ECONOMIA E FILOSOFIA: MOEDA, CIÊNCIA, TECNOLOGIA E HISTÓRIA (SOHN-RETHEL, VICO E AS OUTRAS FUNÇÕES DA MOEDA)",CESARE GIUSEPPE GALVAN,https://www.sep.org.br/mostrar.php?url=4/1095-economia-e-filosofia-moeda-ciencia-tecnologia-e-historia-sohn-rethel-vico-e-as-outras-funcoes-da-moeda.pdf,1999,
O SUPPLY CHAIN MANAGEMENT É UM ROMPIMENTO COM A ESTRUTURA DO CAPITALISMO?,NELSON ROSAS RIBEIRO; LUÍS HENRIQUE ROMANI DE CAMPOS,https://www.sep.org.br/mostrar.php?url=4/1096-o-supply-chain-management-e-um-rompimento-com-a-estrutura-do-capitalismo.pdf,1999,
ECONOMÍA Y CIENCIAS DURAS: LA BÚSQUEDA DE LA LEGITIMACIÓN,ALBERTO MÜLLER,https://www.sep.org.br/mostrar.php?url=4/1097-economia-y-ciencias-duras-la-busqueda-de-la-legitimacion.pdf,1999,
VEBLEN E O COMPORTAMENTO HUMANO: UMA AVALIAÇÃO APÓS UM SÉCULO DE A TEORIA DA CLASSE OCIOSA,LEONARDO MONTEIRO MONASTERIO,https://www.sep.org.br/mostrar.php?url=4/1098-veblen-e-o-comportamento-humano-uma-avaliacao-apos-um-seculo-de-a-teoria-da-classe-ociosa.pdf,1999,
"MARX, VERDADE E DISCURSO",MÁRIO DUAYER,https://www.sep.org.br/mostrar.php?url=4/1099-marx-verdade-e-discurso.pdf,1999,
SUPEREXPLORAÇÃO DO TRABALHO E ACUMULAÇÃO DE CAPITAL: REFLEXÕES TEÓRICO-METODOLÒGICAS SOBRE O PENSAMENTO DE RUY MAURO MARINI,CARLOS EDUARDO MARTINS,https://www.sep.org.br/mostrar.php?url=4/1100-superexploracao-do-trabalho-e-acumulacao-de-capital-reflexoes-teorico-metodologicas-sobre-o-pensamento-de-ruy-mauro-marini.pdf,1999,
EQUILÍBRIO E CRISE: UMA HIPÓTESE E UM FATO INCONCILIÁVEIS,MARCELO DIAS CARCANHOLO,https://www.sep.org.br/mostrar.php?url=4/1101-equilibrio-e-crise-uma-hipotese-e-um-fato-inconciliaveis.pdf,1999,
"JOHN STUART MILL, O SOCIALISMO E SUA UTOPIA LIBERAL: UMA APLICAÇÃO DE SUA VISÃO DE INSTITUIÇÕES SOCIAIS",LAURA VALLADÃO DE MATTOS,https://www.sep.org.br/mostrar.php?url=4/1102-john-stuart-mill-o-socialismo-e-sua-utopia-liberal-uma-aplicacao-de-sua-visao-de-instituicoes-sociais.pdf,1999,
OS MICRO-FUNDAMENTOS DO CONSUMO: DE KEYNES ATÉ A VERSÃO MODERNA DA TEORIA DA RENDA PERMANENTE.,FLAVIA DIAS RANGEL,https://www.sep.org.br/mostrar.php?url=4/1103-os-micro-fundamentos-do-consumo-de-keynes-ate-a-versao-moderna-da-teoria-da-renda-permanente.pdf,1999,
O ESTADO COMERCIAL FECHADO DE FICHTE E A ORIGEM TEÓRICA DAS POLÍTICAS AUTÁRCICAS FASCISTAS E ESTALINISTAS,"PAULO HENRIQUE DE ALMEIDA, UFBA",https://www.sep.org.br/mostrar.php?url=4/1104-o-estado-comercial-fechado-de-fichte-e-a-origem-teorica-das-politicas-autarcicas-fascistas-e-estalinistas.pdf,1999,
SMITH E KEYNES SOBRE A RELEVÂNCIA DA NOÇÃO DE TRABALHO COMANDADO,ADRIANA MOREIRA AMADO,https://www.sep.org.br/mostrar.php?url=4/1105-smith-e-keynes-sobre-a-relevancia-da-nocao-de-trabalho-comandado.pdf,1999,
NOTAS SOBRE FUNÇÃO EMPRESARIAL E O EMPRESÁRIO EM SCHUMPETER,JOSÉ RICARDO FUCIDJI,https://www.sep.org.br/mostrar.php?url=4/1106-notas-sobre-funcao-empresarial-e-o-empresario-em-schumpeter.pdf,1999,
"PROGRESSO TÉCNICO, DESENVOLVIMENTO E DEPENDÊNCIA NA ABORDAGEM DE CELSO FURTADO",RENATA DARBO,https://www.sep.org.br/mostrar.php?url=4/1107-progresso-tecnico-desenvolvimento-e-dependencia-na-abordagem-de-celso-furtado.pdf,1999,
TEORIA ECONÔMICA E CONFLITOS SOCIAS: CAPITAL&TRABALHO,MARIA ANGÉLICA BORGES,https://www.sep.org.br/mostrar.php?url=4/1108-teoria-economica-e-conflitos-socias-capitalandtrabalho.pdf,1999,
FORMAÇÃO DA TEORIA DE RICARDO SOBRE VALOR,LUIZ A. M. MACEDO,https://www.sep.org.br/mostrar.php?url=4/1109-formacao-da-teoria-de-ricardo-sobre-valor.pdf,1999,
"GLOBALIZACIÓN, DEPENDENCIA Y NEOLIBERALISMO EN AMÉRICA LATINA: ¿ESTANCAMIENTO O CRISIS CAPITALISTA?",ADRIÁN SOTELO VALENCIA,https://www.sep.org.br/mostrar.php?url=4/1110-globalizacion-dependencia-y-neoliberalismo-en-america-latina-estancamiento-o-crisis-capitalista.pdf,1999,
O MERCADO COMO TEORIA DA SOCIEDADE: A RADICALIDADE FILOSÓFICA DE ADAM SMITH,ANGELA GANEM,https://www.sep.org.br/mostrar.php?url=4/1111-o-mercado-como-teoria-da-sociedade-a-radicalidade-filosofica-de-adam-smith.pdf,1999,
UNIVERSALIZAÇÃO DE DIREITOS SOCIAIS MÍNIMOS NO BRASIL: O CASO DA PREVIDÊNCIA RURAL NOS ANOS 90,GUILHERME C. DELGADO; JOSÉ CELSO CARDOSO JR.,https://www.sep.org.br/mostrar.php?url=5/1000-universalizacao-de-direitos-sociais-minimos-no-brasil-o-caso-da-previdencia-rural-nos-anos-90.pdf,2000,
MUDANÇA ECONÔMICA E MELHORA SOCIAL: UM ESTUDO SOBRE OS CONCEITOS DE BEM-ESTAR E DESENVOLVIMENTO,DANILO CAMARGO IGLIORI,https://www.sep.org.br/mostrar.php?url=5/1001-mudanca-economica-e-melhora-social-um-estudo-sobre-os-conceitos-de-bem-estar-e-desenvolvimento.pdf,2000,
A EVOLUÇÃO DOS BANCOS CENTRAIS E A RACIONALIDADE DA REGULAMENTAÇÃO BANCÁRIA*,MARIA CRISTINA PENIDO DE FREITAS,https://www.sep.org.br/mostrar.php?url=5/1002-a-evolucao-dos-bancos-centrais-e-a-racionalidade-da-regulamentacao-bancaria.pdf,2000,
VERDADES E MENTIRAS SOBRE A ONDA RECENTE DE PENETRAÇÃO ESTRANGEIRA NO BRASIL,ALEXANDRE COMIN,https://www.sep.org.br/mostrar.php?url=5/1003-verdades-e-mentiras-sobre-a-onda-recente-de-penetracao-estrangeira-no-brasil.pdf,2000,
"KEYNES E OS CLÁSSICOS SEGUNDO DAVID CHAMPERNOWNE EM UNEMPLOYMENT, BASIC AND MONETARY: THE CLASSICAL ANALYSIS AND THE KEYNESIAN",CLAUDIA HELLER,https://www.sep.org.br/mostrar.php?url=5/1004-keynes-e-os-classicos-segundo-david-champernowne-em-unemployment-basic-and-monetary-the-classical-analysis-and-the-keynesian.pdf,2000,
INSTITUIÇÕES E DESENVOLVIMENTO ECONÔMICO NA ABORDAGEM DO EXCEDENTE,CARLOS AGUIAR DE MEDEIROS,https://www.sep.org.br/mostrar.php?url=5/1005-instituicoes-e-desenvolvimento-economico-na-abordagem-do-excedente.pdf,2000,
A QUEM PERTENCE O DISCURSO DA PRODUTIVIDADE DO TRABALHO? PARA A SUPERAÇÃO DO ENFOQUE NEOLIBERAL,CARLOS EDUARDO MARTINS,https://www.sep.org.br/mostrar.php?url=5/1006-a-quem-pertence-o-discurso-da-produtividade-do-trabalho-para-a-superacao-do-enfoque-neoliberal.pdf,2000,
CONFLITOS NO CAMPO E DESMATAMENTO NA AMAZÔNIA: DUAS FACES DE UMA MESMA MOEDA,ANDRÉ ALBUQUERQUE SANTANNA; CARLOS EDUARDO FRICKMANN YOUNG,https://www.sep.org.br/mostrar.php?url=5/1007-conflitos-no-campo-e-desmatamento-na-amazonia-duas-faces-de-uma-mesma-moeda.pdf,2000,
ECONOMIA POLÍTICA E DIMENSÃO TERRITORIAL DO DESENVOLVIMENTO,CARLOS ANTÔNIO BRANDÃO,https://www.sep.org.br/mostrar.php?url=5/1008-economia-politica-e-dimensao-territorial-do-desenvolvimento.pdf,2000,
"POPPER, HAYEK E A (IM)POSSIBILIDADE DE PREDIÇÕES ESPECÍFICAS EM CIÊNCIAS SOCIAIS",BRENA PAULA MAGNO FERNANDEZ,https://www.sep.org.br/mostrar.php?url=5/1009-popper-hayek-e-a-impossibilidade-de-predicoes-especificas-em-ciencias-sociais.pdf,2000,
NOTA SOBRE MARX E O PROCESSO DE TRABALHO NO FINAL DO SÉCULO,BENEDITO RODRIGUES DE MORAES NETO,https://www.sep.org.br/mostrar.php?url=5/1010-nota-sobre-marx-e-o-processo-de-trabalho-no-final-do-seculo.pdf,2000,
ASPECTOS FEDERATIVOS DAS REFORMAS DOS SISTEMAS PÚBLICOS DE SAÚDE,BASILIA AGUIRRE,https://www.sep.org.br/mostrar.php?url=5/1011-aspectos-federativos-das-reformas-dos-sistemas-publicos-de-saude.pdf,2000,
"ELEMENTS OF THE MODERNIZATION, DEPENDENCY, AND WORLD SYSTEM THEORIES AND ALTERNATIVE APPROACHES TO DEVELOPMENT.",ARLETE M. S ALVES,https://www.sep.org.br/mostrar.php?url=5/1012-elements-of-the-modernization-dependency-and-world-system-theories-and-alternative-approaches-to-development.pdf,2000,
A CONTENDA SOBRE A CIÊNCIA ECONÔMICA NA UE E NOS EUA: O MONISMO E O VÍCIO RICARDIANO,ANTONIO MARIA DA SILVEIRA,https://www.sep.org.br/mostrar.php?url=5/1013-a-contenda-sobre-a-ciencia-economica-na-ue-e-nos-eua-o-monismo-e-o-vicio-ricardiano.pdf,2000,
DIFERENCIAIS REGIONAIS NAS REMUNERAÇÕES DO TRABALHO NO BRASIL,ANITA KON,https://www.sep.org.br/mostrar.php?url=5/1014-diferenciais-regionais-nas-remuneracoes-do-trabalho-no-brasil.pdf,2000,
"SOBRE ALGUMAS POSIÇÕES ACERCA DO PROGRESSO NA CIÊNCIA: KUHN, FEYERABEND E LAKATOS NA AVALIAÇÃO E/OU ESCOLHA DE TEORIAS EM ECONOMIA.",ANA MARIA FONTENELE,https://www.sep.org.br/mostrar.php?url=5/1015-sobre-algumas-posicoes-acerca-do-progresso-na-ciencia-kuhn-feyerabend-e-lakatos-na-avaliacao-eou-escolha-de-teorias-em-economia.pdf,2000,
"DESCENTRALIZAÇÃO E ENDIVIDAMENTO MUNICIPAL: FORMAS, LIMITES E POSSIBILIDADES",AMAURY PATRICK GREMAUD; RUDINEI TONETO JR,https://www.sep.org.br/mostrar.php?url=5/1016-descentralizacao-e-endividamento-municipal-formas-limites-e-possibilidades.pdf,2000,
"DESENVOLVIMENTO DO CAPITAL, DESQUALIFICAÇÃO DA FORÇA-DE-TRABALHO E DESEMPREGO: A ECONOMIA SOLIDÁRIA EM DISCUSSÃO",AÉCIO ALVES DE OLIVEIRA,https://www.sep.org.br/mostrar.php?url=5/1017-desenvolvimento-do-capital-desqualificacao-da-forca-de-trabalho-e-desemprego-a-economia-solidaria-em-discussao.pdf,2000,
"REFORMA TRIBUTÁRIA, CRESCIMENTO ECONÔMICO E DISTRIBUIÇÃO DE RENDA",ADELAR FOCHEZATTO,https://www.sep.org.br/mostrar.php?url=5/1018-reforma-tributaria-crescimento-economico-e-distribuicao-de-renda.pdf,2000,
"APLICAÇÕES DOS FUNDOS DE PENSÃO E OS AMBIENTES INSTITUCIONAIS - A INFLUÊNCIA DA REGULAÇÃO E DAS ESTRUTURAS DE \CORPORATE GOVERNANCE\"" E ALGUMAS INDICAÇÕES PARA O CASO DO BRASIL""",VANESSA PETRELLI CORRÊA; EDSON ROBERTO VIEIRA,https://www.sep.org.br/mostrar.php?url=5/917-aplicacoes-dos-fundos-de-pensao-e-os-ambientes-institucionais-a-influencia-da-regulacao-e-das-estruturas-de-corporate-governance-e-algumas-indicacoes-para-o-caso-do-brasil.pdf,2000,
DESEMPENHO PRODUTIVO DOS CENTROS NORDESTINOS DA REDE URBANA BRASILEIRA NO PERÍODO 1975/96,THOMPSON A . ANDRADE; RODRIGO V. SERRA,https://www.sep.org.br/mostrar.php?url=5/918-desempenho-produtivo-dos-centros-nordestinos-da-rede-urbana-brasileira-no-periodo-197596.pdf,2000,
